score,title,date,text
6/10,Just a little empty,07 2023,"I really wanted to enjoy this and I know that I am not the target audience but there were massive plot holes and no real flow. The film was very disjointed. Ryan Gosling as good as he is seemed to old to play Ken and Will Ferrell ruined every scene he was in. I just didn't get it, it seemed hollow artificial and hackneyed. A waste of some great talent. It was predictable without being reassuring and trying so hard to be woke in the most superficial way in that but trying to tick so many boxes it actually ticked none. Margo Robbie looks beautiful throughout, the costumes and the sets were amazing but the story was way too weak and didn't make much sense at all."
10/10,🏩 Possibly a Masterpiece? 💒,07 2023,Warning: Spoilers
6/10,Barbie Land,07 2023,Warning: Spoilers
8/10,A perfect dollhouse,08 2023,"""Barbie"": Greta Gerwig's new film manages to be extremely creative and original while, at the same time, a bit generic. The film starts strong with an impeccable introduction referencing ""2001: A Space Odyssey,"" and then transitions to the gigantic dollhouse that is Barbieland. The production design is simply incredible, the use of CGI is imperceptible, the practical effects are great, the costumes are unique, and the makeup and hair contribute to the excellent art direction. The performances are all good, especially those of Margot Robbie and Ryan Gosling, who as Ken manage to steal the scenes several times. The weakest point lies in the script, which hits and misses at every moment. Its execution is good, the story itself works well, even without explaining some details. Nothing comes close to hindering the experience. Greta aims to deliver strong critiques and attempts to remain neutral, but at a specific moment, she forces it too much, causing a disconnection with the viewer. In the following scene, there's a spectacular sequence involving Ken, creating a sensation that his storyline is better. It's not; it's just more entertaining. The only ""weak"" storyline is that of the human mother-daughter duo and the executives. It's one of the weaker aspects of a good, fun, exciting, and creative film, which falls short of being even better due to stumbling over its details."
2/10,Barbie - Unspeakably Bad,07 2023,I am not surprised in the least that the Barbie movie is trash and a truly deplorable career choice by Margot Robbie who will probably be type cast forever in Barbie-type roles.
10/10,Barbie is not a simple live action of a timeless doll,07 2023,"But it is also in its smallest details, from the art direction, costumes, and any technical choice completely thought of referencing all Barbie generations and the like. A soundtrack that will take you from laughing to crying (yes, very musical moments, after all it is a Barbie movie), in addition to the hand-picked cast, Margot is impeccable and manages to express all her feelings, just with her eyes. Greta's direction and screenplay, just amazing, strong, emotional, empowering and very, very feminist, not only for the women who are already fighting for the cause, but to open everyone's eyes to a sisterhood."
6/10,Expected more from Greta Gerwig,07 2023,"Even though I'm not the target audience for this movie, I thought Barbie might impress me due to Greta Gerwig's previous works but I'm disappointed."
10/10,"""You can be anything.""",07 2023,"The story in Barbie isn't about a doll. It's about reconciling the imperfect world we live in with the idealized stories we tell and create. We use our dolls, toys, and play to create those stories. We internalize the ideals shared through those stories. Sometimes they are good ideals that empower us. Sometimes they are toxic ideals that disempower us. Ultimately they are created by us and we are influenced by them."
7/10,"Fun, but too on the nose at times",08 2023,Warning: Spoilers
8/10,Fun enough to like it but easily to hate for its message,08 2023,": I feel confused about this movie, probably like a lot of people, on one hand I laughed as I hadnt with a movie in a long time and the vibe this movie has is just very appealing, but on the other hand while not being an anti-men movie and actually trying to have a deep message, it feels at some parts like a tantrum. The way it handles its feminist message is not the best, because while it tries to give a meaningful speach, it almost boarders with hate speach and ridiculization, I say almost, because a lot of this situations are just played by the laughs and when theyre not, while being bad, theyre not terrible. But this makes it sound like a bad movie, which barbie is not, at the end it manages to actually give a meaningfull speech about the wrong in the real world and takes some minutes to understand both sides. It is still not the best ending possible because it can be a little too ridiculous, when you have a movie thats like that all the time I dont think it matters all that much. And at the end of the day I took home with me the minutes of laughter this movie gave to me, an enjoying fun time that is worth watching."
